ID,Latitude,Longitude,directionSpeed,,
9,186.2553855,153.8921026,154.2,0.597071416,89
9,187.048344,152.9992455,154.2,0.448224025,91
9,187.8413026,152.5811117,154.2,0.790303569,93
9,188.280073,151.0626258,157.5,1.105843905,95
9,187.5769831,148.965669,157.5,0.630376174,97
9,187.6668517,147.7081237,157.5,0.631135185,99
9,10.04414136,18.54879276,0,0,101
10,17.82371931,200,196.9,2.669619052,0
10,20.65194944,192.5071429,196.9,2.634778309,3
10,21.95845697,187.4021194,196.9,1.09333515,5
10,20.4323866,185.8360299,196.9,4.202337899,7
10,20.0019565,177.4423832,196.9,3.946251457,9
10,14.8889686,171.429983,196.9,1.220224432,11
10,15.32592037,166.5686832,196.9,1.090758619,15
10,17.06720579,165.2545513,196.9,3.602406222,17
10,23.80408909,167.8087098,196.9,1.961999322,19
10,27.28665993,169.6168762,196.9,1.291710658,21
10,28.04317344,172.0870489,196.9,2.970922814,23
10,22.49975544,174.2262184,196.9,0.326083412,25
10,21.84758861,174.2262184,196.9,0.393799134,27
10,20.32803991,174.6412074,196.9,0.925956278,31
10,22.17367202,171.429983,196.9,1.285721111,35
10,23.91495745,169.5378307,196.9,1.742989671,37
10,25.87145792,166.652669,196.9,0.906913153,39
10,25.32363779,164.9235482,196.9,2.406146415,41
10,21.41063684,167.724724,196.9,0,43
10,21.41063684,167.724724,196.9,0.24813686,45
10,20.98020674,167.9717412,196.9,1.741267204,47
10,23.58887403,165.6646,196.9,0.89815429,49
10,24.89320768,164.4295136,196.9,1.042885576,51
10,25.21929109,162.3693896,196.9,0.410048662,53
10,25.21929109,161.5492923,196.9,0.522175004,55
10,24.34538755,159.6521997,196.9,0.291251174,59
10,24.24104086,159.0791196,196.9,1.700139727,61
10,26.73883979,156.7719784,196.9,1.210267958,63
10,28.58447191,155.2058889,196.9,1.078115036,65
10,29.45837545,153.2346911,196.9,0.835691687,67
10,30.22141064,151.7476472,196.9,0.905587369,69
10,30.32575733,149.9394808,196.9,1.040485882,71
10,30.97792415,147.9633426,196.9,0.845308527,73
10,29.45837545,147.2222908,196.9,1.38721583,75
10,28.58447191,144.5890868,196.9,1.58423871,77
10,26.41275638,142.2819455,196.9,1.859261024,79
10,23.26279062,140.3058074,196.9,1.977357662,81
10,26.41275638,137.9146802,196.9,1.840349585,83
10,24.01930414,135.1184448,196.9,1.517551143,85
10,23.36713731,132.1542376,196.9,0.936725487,87
10,21.95845697,130.9191512,196.9,2.299863706,89
10,13.3694199,134.2143616,196.9,1.084795941,93
10,11.96073956,132.5642862,196.9,1.372330466,95
10,6.521668242,131.8232344,196.9,2.553233117,99
10,1.415202009,131.8232344,196.9,1.821040393,101
10,2.282583885,128.2859472,196.9,0.350626669,103
10,2.171715525,129.6840649,196.9,0.978374952,107
10,3.808654254,128.61201,196.9,1.385484367,109
10,5.217334594,126.2258232,196.9,1.263169488,111
10,200,2.055183657,0,0,113
11,199.9194948,200,150.9,0,0
11,199.9194948,200,150.9,0,5
11,199.9194948,200,150.9,0.113397329,7
11,200,199.7879747,150.9,0.518104454,9
11,199.3308008,198.9968354,150.9,0.383581874,11
11,198.8276435,198.4177215,150.9,0.430548476,13
11,198.6616015,197.5727848,150.9,0.876032697,15
11,197.5697502,196.2025316,150.9,2.471056517,17
11,193.1268711,194.0379747,150.9,1.055129978,19
11,191.6173992,192.5632911,154.2,3.311351356,21
11,185.242396,190.7689873,154.2,1.180610291,23
11,183.4008403,189.2911392,154.2,0.513617617,25
11,183.9039976,188.3955696,154.2,0.758871132,27
11,185.4134695,188.2373418,154.2,1.198604191,29
11,187.5921407,187.2373418,154.2,0.722581103,31
11,188.6789605,186.2848101,154.2,1.076382985,33
11,190.6110846,185.335443,154.2,0.612305623,35
11,191.4463257,184.4398734,154.2,0.952614659,37
11,190.0223905,183.1740506,154.2,1.162142475,39
11,187.9242245,182.1740506,154.2,1.372463351,41
11,185.5795114,180.7468354,154.2,0.5415928,43
11,184.7392387,180.0632911,154.2,1.26037872,45
11,187.2550253,180.221519,154.2,0.766076836,47
11,188.7644972,180.4841772,154.2,0.264335961,49
11,189.5192332,181.2246835,154.2,0.198150927,53
11,189.6047699,182.0126582,154.2,1.515312168,57
11,186.5858261,182.278481,154.2,0.713903311,59
11,185.8310901,183.4905063,154.2,1.152413828,61
11,183.6473874,184.2278481,154.2,0.55942806,63
11,182.5605676,184.4936709,154.2,0.247504401,65
11,182.8926514,184.8607595,154.2,0.431440991,67
11,183.2297668,185.6550633,154.2,0.623345568,69
11,182.0574102,185.2310127,154.2,0.692248686,71
11,181.388211,184.0189873,154.2,0.748237206,73
11,180.3818964,182.9113924,154.2,1.289848235,75
11,178.1981937,181.5379747,154.2,1.586969026,77
11,175.2647865,180.3259494,154.2,1.006915046,79
11,176.6887217,178.9018987,154.2,1.103695861,81
11,178.1126569,177.2151899,157.5,0.76901241,83
11,178.2837304,175.6867089,157.5,0.850597781,85
11,177.357921,174.2594937,157.5,0.301223694,87
11,177.191879,173.6803797,157.5,1.771522191,89
11,180.6334751,172.8386076,157.5,1.365160136,91
11,183.2297668,171.9936709,157.5,0.691730979,93
11,184.2360814,171.0443038,157.5,0.768358875,95
11,185.242396,169.8829114,157.5,0.79229441,97
11,185.1568593,168.3006329,157.5,0.936118592,99
11,186.6663312,167.193038,157.5,0.873398659,101
11,187.9242245,165.9810127,157.5,0.723493092,103
11,52.74598103,43.40506329,0,0,105
